quine	time	sincelast
1148	3415218.587	12383.603
1149	3424451.745	9233.158
1150	3451091.209	26639.464
1151	3466256.767	15165.558
1152	3468110.061	1853.294
1153	3473559.03	5448.969
1154	3480058.536	6499.506
1155	3490874.484	10815.948
1156	3493004.366	2129.882
1157	3494215.412	1211.046
1158	3502464.721	8249.309000000001
1159	3515054.384	12589.663
1160	3522514.408	7460.024
1161	3522877.365	362.957
1162	3526315.343	3437.978
1163	3546353.52	20038.177
1164	3548855.391	2501.871
1165	3555841.416	6986.025
1166	3569540.358	13698.942
1167	3572221.445	2681.087
1168	3572721.761	500.316
1169	3580809.53	8087.769
1170	3594405.137	13595.607
1171	3594656.65	251.513
1172	3595204.842	548.192
1173	3595300.256	95.414
1174	3601202.395	5902.139
1175	3628621.662	27419.267
1176	3631858.947	3237.285
1177	3644575.248	12716.301
1178	3654189.071	9613.823
1179	3656742.727	2553.656
1180	3683225.6	26482.873
1181	3685266.167	2040.567
1182	3685278.312	12.145
1183	3692378.013	7099.701
1184	3709382.003	17003.989999999998
1185	3710217.592	835.589
1186	3724891.433	14673.841
1187	3725728.313	836.88
1188	3727880.916	2152.603
1189	3738979.645	11098.729
1190	3753463.536	14483.891
1191	3754351.661	888.125
1192	3755414.247	1062.586
1193	3774553.246	19138.999
1194	3783945.03	9391.784
1195	3805096.708	21151.678
1196	3828970.921	23874.213
1197	3830655.559	1684.638
1198	3830865.394	209.835
1199	3833435.719	2570.325
1200	3835413.464	1977.745
1201	3836811.924	1398.46
1202	3839676.36	2864.436
1203	3856728.809	17052.449
1204	3857220.314	491.505
1205	3858313.48	1093.166
1206	3867329.531	9016.051
1207	3902223.42	34893.889
1208	3913845.14	11621.72
1209	3916459.998	2614.858
1210	3924158.053	7698.055
1211	3930552.983	6394.93
1212	3953717.96	23164.977
1213	3961164.394	7446.434
1214	3981065.096	19900.702
1215	4011938.948	30873.852
1216	4018043.002	6104.054
1217	4019452.74	1409.738
1218	4025636.462	6183.722
1219	4032445.313	6808.851
1220	4038291.474	5846.161
1221	4051188.335	12896.861
1222	4057150.634	5962.299
1223	4062869.166	5718.532
1224	4070578.377	7709.211
1225	4080989.567	10411.189999999999
1226	4083427.544	2437.977
1227	4084938.224	1510.68
1228	4085880.409	942.185
1229	4087527.958	1647.549
1230	4092614.549	5086.591
1231	4102468.356	9853.807
1232	4105186.843	2718.487
1233	4108160.858	2974.015
1234	4116023.872	7863.014
1235	4136937.273	20913.401
1236	4137273.271	335.998
1237	4139773.219	2499.948
1238	4139829.234	56.015
1239	4146920.179	7090.945
1240	4157797.347	10877.168
1241	4159129.249	1331.902
1242	4163972.613	4843.364
1243	4167179.619	3207.006
1244	4185260.946	18081.327
1245	4217065.828	31804.882
1246	4223779.711	6713.883
1247	4226806.135	3026.424
1248	4245223.691	18417.556
1249	4246167.83	944.139
1250	4255850.078	9682.248
1251	4304183.558	48333.48
1252	4304594.9399999995	411.382
1253	4307689.889	3094.949
1254	4308414.132	724.243
1255	4312945.720000001	4531.588
1256	4315442.499	2496.779
1257	4327256.629	11814.13
1258	4354675.187	27418.558
1259	4372726.674	18051.487
1260	4390277.749	17551.075
1261	4401059.768	10782.019
1262	4416023.141	14963.373
1263	4426580.404999999	10557.264
1264	4429555.708	2975.303
1265	4459355.819	29800.111
1266	4488668.826	29313.007
1267	4489643.478	974.652
1268	4492137.508	2494.0299999999997
1269	4506580.772	14443.264
1270	4509783.132	3202.36
1271	4520006.236	10223.104
1272	4521888.672	1882.436
1273	4526386.894	4498.222
1274	4537831.332	11444.438
1275	4549511.703	11680.371
1276	4562403.759	12892.056
1277	4569608.643	7204.884
1278	4625460.806	55852.163
1279	4625543.471	82.665
1280	4628620.453	3076.982
1281	4632601.769	3981.316
1282	4635530.836	2929.067
1283	4648652.902	13122.066
1284	4654872.067	6219.165
1285	4655425.702	553.635
1286	4656530.561	1104.859
1287	4666561.258	10030.697
1288	4693118.253	26556.995
1289	4709488.533	16370.28
1290	4718626.457	9137.924
1291	4719237.409	610.952
1292	4721786.746	2549.337
1293	4723326.725	1539.979
1294	4730352.941	7026.216
1295	4775843.163	45490.222
1296	4801962.794	26119.631
1297	4832514.711	30551.917
1298	4834215.732	1701.021
1299	4841241.823	7026.091
1300	4847994.423	6752.6
1301	4851514.584	3520.161
1302	4865231.275	13716.691
1303	4883287.75	18056.475
1304	4909965.608	26677.858
1305	4913741.168	3775.56
1306	4915160.8	1419.632
1307	4935075.282	19914.482
1308	4936791.887	1716.605
1309	4939815.975	3024.088
1310	4948093.563	8277.588
1311	4948521.454	427.891
1312	4971891.416	23369.962
1313	4972912.746	1021.33
1314	4975056.134	2143.388
1315	4989984.775	14928.641
1316	4990735.533	750.758
1317	4995338.3	4602.767
1318	5002123.76	6785.46
1319	5024588.386	22464.626
1320	5047373.536	22785.15
1321	5047765.244	391.708
1322	5061103.777	13338.533
1323	5061850.361	746.584
1324	5068778.753	6928.392
1325	5068928.848	150.095
1326	5071900.925	2972.077
1327	5075680.624	3779.699
1328	5076170.987	490.363
1329	5087045.403	10874.416
1330	5092816.46	5771.057
1331	5093800.575	984.115
1332	5104460.255	10659.68
1333	5123339.555	18879.3
1334	5128000.195	4660.639999999999
1335	5136558.694	8558.499
1336	5142653.451	6094.757
1337	5149632.934	6979.483
1338	5150768.653	1135.719
1339	5155357.823	4589.17
1340	5159000.471	3642.648
1341	5160062.390000001	1061.919
1342	5160637.727	575.337
1343	5162640.493	2002.766
1344	5170430.592	7790.099
1345	5171784.052	1353.46
1346	5184244.343	12460.291
1347	5190295.492	6051.149
1348	5202034.903	11739.411
1349	5207419.48	5384.577
1350	5218632.202	11212.722
1351	5220347.096	1714.894
1352	5239885.383	19538.287
1353	5248191.092	8305.708999999999
1354	5248925.893	734.801
1355	5256408.573	7482.68
1356	5256551.032	142.459
1357	5257117.895	566.863
1358	5266416.470000001	9298.575
1359	5267119.125	702.655
1360	5268393.064	1273.939
1361	5271123.052	2729.988
1362	5273516.262	2393.21
1363	5285048.029	11531.767
1364	5287003.082	1955.053
1365	5294558.103	7555.021
1366	5298005.449	3447.346
1367	5300998.767	2993.318
1368	5306190.294	5191.527
1369	5312321.937	6131.643
1370	5330049.691	17727.754
1371	5331235.055	1185.364
1372	5361514.55	30279.495
1373	5363607.904999999	2093.355
1374	5365031.761	1423.856
1375	5377212.325	12180.564
1376	5380981.955	3769.63
1377	5386261.606	5279.651
1378	5387622.436	1360.83
1379	5390890.298	3267.862
1380	5392152.252	1261.954
1381	5400402.675	8250.422999999999
1382	5427521.52	27118.845
1383	5436605.892	9084.372
1384	5440864.896	4259.004
1385	5442118.163	1253.267
1386	5443001.947	883.784
1387	5449520.293	6518.346
1388	5452721.193	3200.9
1389	5480870.587	28149.394
1390	5481893.517	1022.93
1391	5489675.928	7782.411
1392	5519287.945	29612.017
1393	5519600.117	312.172
1394	5522938.472	3338.355
1395	5525382.494	2444.022
1396	5526785.414	1402.92
1397	5530505.348	3719.934
1398	5548553.157	18047.809
1399	5548860.072	306.91499999999996
1400	5551523.916	2663.844
1401	5551882.079	358.163
1402	5553480.417	1598.338
1403	5556264.529	2784.112
1404	5559894.96	3630.431
1405	5564702.308	4807.348
1406	5588977.923	24275.615
1407	5609379.461	20401.538
1408	5615080.456	5700.995
1409	5615801.253	720.797
1410	5617897.797	2096.544
1411	5622517.177	4619.38
1412	5626086.898	3569.721
1413	5637852.389	11765.491
1414	5639687.941	1835.552
1415	5639777.443	89.502
1416	5652571.313	12793.87
1417	5670797.804	18226.491
1418	5677339.617	6541.813
1419	5682692.303	5352.686
1420	5684028.237	1335.934
1421	5685568.124	1539.887
1422	5689055.844	3487.72
1423	5706088.806	17032.962
1424	5729591.364	23502.558
1425	5753577.831	23986.467
1426	5753798.485	220.654
1427	5757022.286	3223.801
1428	5757216.007	193.721
1429	5763805.076	6589.069
1430	5765227.542	1422.466
1431	5772943.837	7716.295
1432	5795901.208	22957.371
1433	5808021.736	12120.528
1434	5830311.986	22290.25
1435	5831156.826	844.84
1436	5836726.546	5569.72
1437	5837208.767	482.221
1438	5841604.931	4396.164
1439	5843270.996	1666.065
1440	5862581.186	19310.190000000002
1441	5864778.629	2197.443
1442	5870570.36	5791.731
1443	5880063.439	9493.079
1444	5896317.229	16253.79
1445	5904473.651	8156.422
1446	5906118.599	1644.948
1447	5909682.529	3563.93
1448	5909778.441	95.912
1449	5927383.754	17605.313
1450	5939535.946	12152.192
1451	5943339.054	3803.108
1452	5977911.877	34572.823
1453	5978235.265	323.388
1454	5983140.096	4904.831
1455	5984095.58	955.484
1456	5988684.096	4588.516
1457	5988761.307	77.211
1458	5997124.497	8363.189999999999
1459	6004997.375	7872.878
1460	6009828.273	4830.898
1461	6013080.947	3252.674
1462	6013167.196	86.249
1463	6015547.888	2380.692
1464	6016706.007	1158.119
1465	6039467.93	22761.923
1466	6040895.867	1427.937
1467	6041612.594	716.727
1468	6052355.785	10743.191
1469	6064979.978	12624.193
1470	6073858.452	8878.474
1471	6073933.4	74.948
1472	6074651.103	717.703
1473	6075037.183	386.08
1474	6077031.028	1993.845
1475	6077716.92	685.892
1476	6078992.575	1275.655
1477	6082379.521	3386.946
1478	6082380.798	1.277
1479	6084655.08	2274.282
1480	6093914.834	9259.754
1481	6110589.44	16674.606
1482	6112163.539	1574.099
1483	6113258.778	1095.239
1484	6117009.831	3751.053
1485	6122945.775	5935.944
1486	6126884.377	3938.602
1487	6159452.272	32567.895
1488	6166663.59	7211.318
1489	6179664.876	13001.286
1490	6195540.958	15876.082
1491	6223411.546	27870.588
1492	6232452.908	9041.362
1493	6236319.423	3866.515
1494	6242450.039	6130.616
1495	6254672.704	12222.665
1496	6263391.188	8718.484
1497	6266919.735	3528.547
1498	6284698.586	17778.851
1499	6303906.408	19207.822
1500	6332083.618	28177.21
1501	6343533.411	11449.793
1502	6345067.433	1534.022
1503	6346064.402	996.969
1504	6347408.648	1344.246
1505	6365877.49	18468.842
1506	6369641.67	3764.18
1507	6384255.894	14614.224
1508	6433771.046	49515.152
1509	6515295.368	81524.322
1510	6515314.954	19.586
1511	6519032.263	3717.309
1512	6522567.209	3534.946
1513	6523414.926	847.717
1514	6527642.654	4227.728
1515	6534699.213	7056.559
1516	6550603.092	15903.879
1517	6550952.935	349.843
1518	6551282.506	329.571
1519	6553078.247	1795.741
1520	6565455.946	12377.699
1521	6573478.48	8022.534
1522	6601158.192	27679.712
1523	6629128.478	27970.286
1524	6632945.844	3817.366
1525	6643363.481	10417.637
1526	6699082.648	55719.167
1527	6704815.17	5732.522
1528	6730926.753	26111.583
1529	6737064.756	6138.003
1530	6749520.285	12455.529
1531	6767369.149	17848.864
1532	6772969.698	5600.549
1533	6777815.488	4845.79
1534	6787016.386	9200.898
1535	6795074.945	8058.559
1536	6798058.03	2983.085
1537	6833998.84	35940.81
1538	6862260.158	28261.318
1539	6866789.652	4529.494
1540	6871979.736	5190.084
1541	6873232.761	1253.025
1542	6879894.666	6661.905
1543	6881523.283	1628.617
1544	6884295.773	2772.49
1545	6899297.382	15001.609
1546	6903694.16	4396.778
1547	6914674.594	10980.434
1548	6943302.955	28628.361
1549	6947117.906	3814.951
1550	6970960.89	23842.984
1551	6980123.294	9162.404
1552	7052399.859	72276.565
1553	7061628.9	9229.041
1554	7065783.655	4154.755
1555	7090639.712	24856.057
1556	7092268.058	1628.346
1557	7103255.508	10987.45
1558	7110088.779	6833.271
1559	7134862.619	24773.84
1560	7153822.678	18960.059
1561	7161774.292	7951.614
1562	7172467.521	10693.229
1563	7180835.799	8368.278
1564	7192245.895	11410.096
1565	7200981.919	8736.024
1566	7208309.843	7327.924
1567	7246013.006	37703.163
1568	7289198.114	43185.108
1569	7290245.358	1047.2440000000001
1570	7291195.577	950.219
1571	7291510.646	315.069
1572	7308861.859	17351.213
1573	7328678.562	19816.703
1574	7333830.791	5152.229
1575	7342899.563	9068.772
1576	7347366.216	4466.653
1577	7388195.609	40829.393
1578	7432409.249	44213.64
1579	7433765.033	1355.784
1580	7457026.009	23260.976
1581	7461340.451	4314.442
1582	7477505.162	16164.711
1583	7532526.739	55021.577
1584	7619702.281	87175.542
1585	7622360.135	2657.854
1586	7622625.013	264.878
1587	7626902.01	4276.997
1588	7632231.616	5329.606
1589	7636711.766	4480.15
1590	7661967.355	25255.589
1591	7662772.426	805.071
1592	7664097.296	1324.87
1593	7678475.084	14377.788
1594	7748255.595	69780.511
1595	7752844.716	4589.121
1596	7768961.43	16116.714
1597	7825808.944	56847.514
1598	7855799.407	29990.463
1599	7918480.778	62681.371
1600	7928239.965	9759.187
1601	7932677.066	4437.101
1602	7972835.054	40157.988
1603	7979649.863	6814.809
1604	7982901.173	3251.31
1605	7994944.15	12042.977
1606	8011213.45	16269.3
1607	8017854.35	6640.9
1608	8021517.066	3662.716
1609	8022917.338	1400.272
1610	8047912.256	24994.918
1611	8057065.866	9153.61
1612	8057722.361	656.495
1613	8068939.337	11216.976
1614	8100521.169	31581.832
1615	8104889.169	4368.0
1616	8104910.92	21.751
1617	8131635.664	26724.744
1618	8141134.514	9498.85
1619	8146056.362	4921.848
1620	8190804.778	44748.416
1621	8221265.002	30460.224
1622	8231614.051	10349.049
1623	8240462.724	8848.673
1624	8252202.842	11740.118
1625	8263754.607	11551.765
1626	8265278.334	1523.727
1627	8284365.556	19087.222
1628	8346422.997	62057.441
1629	8346619.794	196.797
1630	8357099.615	10479.821
1631	8358196.731	1097.116
1632	8362782.79	4586.059
1633	8363457.426	674.636
1634	8371032.668	7575.242
1635	8375343.62	4310.952
1636	8404005.936999999	28662.317
1637	8418278.193	14272.256
1638	8439268.223000001	20990.03
1639	8470559.814	31291.591
1640	8472044.423999999	1484.61
1641	8508672.966	36628.542
1642	8519721.129	11048.163
1643	8531627.054	11905.925
1644	8546062.439	14435.385
1645	8551281.043	5218.604
1646	8568118.574000001	16837.531
1647	8596223.205	28104.631
1648	8639436.517	43213.312
1649	8641542.066	2105.549
1650	8672155.780000001	30613.714
1651	8676558.263	4402.483
1652	8693928.124	17369.861
1653	8733272.579	39344.455
1654	8734957.129999999	1684.551
1655	8735439.279	482.149
1656	8755225.059	19785.78
1657	8853683.514	98458.455
1658	8854197.623	514.1089999999999
1659	8859268.954	5071.331
1660	8864727.383	5458.429
1661	8869200.247	4472.864
1662	8897581.079	28380.832
1663	8898266.284	685.205
1664	8899714.256	1447.972
1665	8902854.591	3140.335
1666	8915326.706	12472.115
1667	8992650.587	77323.881
1668	9002721.775	10071.188
1669	9015879.046	13157.271
1670	9082448.712	66569.666
1671	9101864.665	19415.953
1672	9121783.059999999	19918.395
1673	9130164.822	8381.761999999999
1674	9166474.801	36309.979
1675	9169074.612	2599.811
1676	9179558.191	10483.579
1677	9195392.063	15833.872
1678	9200370.434999999	4978.372
1679	9247637.041	47266.606
1680	9283618.765	35981.724
1681	9286904.190000001	3285.425
1682	9293205.834	6301.644
1683	9295185.075	1979.241
1684	9326800.684	31615.609
1685	9331396.306	4595.622
1686	9349860.789	18464.483
1687	9379433.280000001	29572.491
1688	9389281.144	9847.864
1689	9413808.503	24527.359
1690	9429456.281	15647.778
1691	9516969.908	87513.627
1692	9527779.988	10810.08
1693	9533118.279	5338.291
1694	9562868.111	29749.832
1695	9565054.908	2186.797
1696	9586028.004999999	20973.097
1697	9615375.779	29347.774
1698	9647662.748	32286.969
1699	9666910.65	19247.902
1700	9672095.536	5184.886
1701	9685853.475	13757.939
1702	9755604.068	69750.593
1703	9831018.375	75414.307
1704	9860779.624	29761.249
1705	9872612.51	11832.886
1706	9877850.969999999	5238.46
1707	9925761.194	47910.224
1708	9927235.334	1474.14
1709	9979342.274	52106.94
1710	9981734.955	2392.681
1711	10009315.075	27580.12
1712	10019711.161	10396.086
1713	10033306.719	13595.558
1714	10072869.928	39563.209
1715	10086830.075	13960.147
1716	10088829.055	1998.98
1717	10105070.933	16241.878
1718	10208497.145	103426.212
1719	10208706.953	209.808
1720	10218917.795	10210.842
1721	10225036.34	6118.545
1722	10230318.412	5282.072
1723	10260801.236	30482.824
1724	10261868.588	1067.352
1725	10263933.784	2065.196
1726	10280254.915	16321.131
1727	10365150.243	84895.328
1728	10370635.119	5484.876
1729	10389906.815000001	19271.696
1730	10463256.166	73349.351
1731	10568472.126	105215.96
1732	10585833.794	17361.668
1733	10590891.553	5057.759
1734	10642776.649	51885.096
1735	10685680.809999999	42904.161
1736	10692566.518	6885.708
1737	10694767.306	2200.788
1738	10729340.446	34573.14
1739	10734781.35	5440.904
1740	10754582.609	19801.259
1741	10792154.773	37572.164
1742	10797985.978	5831.205
1743	10798083.822	97.844
1744	10799411.506	1327.684
1745	10829396.984	29985.478
1746	10841390.168	11993.184
1747	10847016.718	5626.55
1748	10937218.3	90201.582
1749	10953780.663	16562.362999999998
1750	10959950.654	6169.991
1751	10992586.556	32635.902
1752	10995128.735	2542.179
1753	11012649.098	17520.363
1754	11101226.132	88577.034
1755	11106522.666	5296.534
1756	11126291.936	19769.27
1757	11203637.744	77345.808
1758	11285821.812	82184.068
1759	11312682.704	26860.892
1760	11330834.924	18152.22
1761	11336145.322	5310.398
1762	11337093.253	947.931
1763	11379539.116	42445.863
1764	11389927.871	10388.755000000001
1765	11413757.05	23829.179
1766	11436465.691	22708.641
1767	11442247.145	5781.454
1768	11449189.566	6942.421
1769	11480104.072	30914.506
1770	11491711.923	11607.851
1771	11507299.842	15587.919
1772	11547544.454	40244.612
1773	11568006.355	20461.901
1774	11585100.837	17094.482
1775	11646188.604	61087.767
1776	11671095.228	24906.624
1777	11704066.322	32971.094
1778	11704284.746	218.424
1779	11709901.686	5616.94
1780	11715546.599	5644.913
1781	11717003.495	1456.896
1782	11722811.504	5808.009
1783	11722944.604	133.1
1784	11729292.728	6348.124
1785	11733204.832	3912.104
1786	11750264.839	17060.007
1787	11756037.468	5772.629
1788	11757019.778	982.31
1789	11759371.617	2351.839
1790	11778207.058	18835.441
1791	11810060.076	31853.018
1792	11831009.556	20949.48
1793	11875713.243	44703.687
1794	11881253.561	5540.318
1795	11897202.015	15948.454
1796	11977510.15	80308.13500000001
1797	11986402.754	8892.604
1798	11987314.331	911.577
1799	12023710.624	36396.293
1800	12057033.031	33322.407
1801	12076928.946	19895.915
1802	12098372.508	21443.562
1803	12111204.59	12832.082
1804	12117372.508	6167.918
1805	12126503.224	9130.716
1806	12178693.558	52190.334
1807	12225444.168	46750.61
1808	12233517.868	8073.7
1809	12235408.668	1890.8
1810	12273017.859	37609.191
1811	12279077.887	6060.028
1812	12300521.099	21443.212
1813	12341335.904	40814.805
1814	12347115.414	5779.51
1815	12381725.318	34609.904
1816	12394543.949	12818.631
1817	12495349.476	100805.527
1818	12499019.678	3670.202
1819	12500163.223	1143.545
1820	12518135.44	17972.217
1821	12524288.496	6153.056
1822	12554945.026	30656.53
1823	12559905.768	4960.742
1824	12561791.151	1885.383
1825	12578580.346	16789.195
1826	12581891.269	3310.923
1827	12608101.428	26210.159
1828	12608917.209	815.781
1829	12677170.195	68252.986
1830	12689001.826	11831.631
1831	12705004.914	16003.088
1832	12734525.204	29520.29
1833	12788162.254	53637.05
1834	12789446.068	1283.814
1835	12871290.731	81844.663
1836	12878253.439	6962.708
1837	12892431.804	14178.365
1838	12913841.413	21409.609
1839	12927348.541	13507.128
1840	12933559.749	6211.208
1841	12997171.955	63612.206
1842	13001716.342	4544.387
1843	13002261.432	545.0899999999999
1844	13007903.868	5642.436
1845	13018392.587	10488.719
1846	13054298.598	35906.011
1847	13056235.467	1936.869
1848	13059605.101	3369.634
1849	13096115.991	36510.89
1850	13097249.997	1134.006
1851	13102387.617	5137.62
1852	13124231.935	21844.318
1853	13164993.009	40761.074
1854	13167228.17	2235.161
1855	13209091.565	41863.395000000004
1856	13230537.451	21445.886
1857	13327133.62	96596.169
1858	13336633.749	9500.129
1859	13336831.237	197.488
1860	13342992.242	6161.005
1861	13350998.326	8006.084
1862	13356940.76	5942.434
1863	13393395.317	36454.557
1864	13394541.458	1146.141
1865	13396542.499	2001.041
1866	13416831.755	20289.256
1867	13520208.393	103376.638
1868	13522317.816	2109.423
1869	13528572.696	6254.88
1870	13545941.861	17369.165
1871	13615479.555	69537.694
1872	13631985.572	16506.017
1873	13673958.574	41973.002
1874	13701394.037	27435.463
1875	13745559.468	44165.431
1876	13762132.038	16572.57
1877	13780991.269	18859.231
1878	13788116.779	7125.51
1879	13849085.05	60968.271
1880	13853296.829	4211.779
1881	13876471.996	23175.167
1882	13899806.687	23334.691
1883	13912899.122	13092.435
1884	13912911.568	12.446
1885	13915714.94	2803.372
1886	13956534.706	40819.766
1887	13962592.607	6057.901
1888	13979739.945	17147.338
1889	14024199.291	44459.346
1890	14030399.913	6200.622
1891	14030955.456	555.543
1892	14068275.307	37319.851
1893	14081794.132	13518.825
1894	14094590.656	12796.524
1895	14199891.42	105300.764
1896	14212475.006	12583.586
1897	14215008.637	2533.631
1898	14226638.783	11630.146
1899	14259906.575	33267.792
1900	14267520.107	7613.532
1901	14274511.415	6991.308
1902	14288647.043	14135.628
1903	14391007.671	102360.628
1904	14392394.618	1386.947
1905	14405206.272	12811.654
1906	14417265.954	12059.682
1907	14423232.0	5966.046
1908	14512232.549	89000.549
1909	14610033.45	97800.901
1910	14648628.383	38594.933
1911	14663616.272	14987.889
1912	14676051.683	12435.411
1913	14739551.86	63500.177
1914	14768243.548	28691.688
1915	14800522.494	32278.946
1916	14808895.064	8372.57
1917	14845256.708	36361.644
1918	14857151.982	11895.274
1919	14875804.169	18652.187
1920	14967136.025	91331.856
1921	15089267.304	122131.279
1922	15090144.599	877.295
1923	15105082.804	14938.205
1924	15105720.156	637.352
1925	15112260.212	6540.056
1926	15125600.839	13340.627
1927	15132738.294	7137.455
1928	15171866.291	39127.997
1929	15172568.115	701.824
1930	15175527.19	2959.075
1931	15194236.925	18709.735
1932	15197359.155	3122.23
1933	15275305.574	77946.419
1934	15310846.203	35540.629
1935	15317816.838	6970.635
1936	15321004.533	3187.695
1937	15336624.154	15619.621
1938	15355007.268	18383.114
1939	15429617.621	74610.353
1940	15484178.567	54560.946
1941	15493590.844	9412.277
1942	15551332.452	57741.608
1943	15555692.213	4359.761
1944	15569741.305	14049.092
1945	15591508.756	21767.451
1946	15598674.616	7165.86
1947	15664699.448	66024.832
1948	15682892.43	18192.982
1949	15686027.157	3134.727
1950	15688932.531	2905.374
1951	15724697.625	35765.094
1952	15733433.954	8736.329
1953	15736680.378	3246.424
1954	15779691.964	43011.586
1955	15787062.698	7370.734
1956	15805477.729	18415.031
1957	15853530.783	48053.054
1958	15866287.573	12756.79
1959	15875552.881	9265.308
1960	15883559.443	8006.562
1961	15900635.783	17076.34
1962	15922475.277	21839.494
1963	16050431.282	127956.005
1964	16055083.259	4651.977
1965	16062705.036	7621.777
1966	16066063.144	3358.108
1967	16073190.582	7127.438
1968	16114964.862	41774.28
1969	16117784.071	2819.209
1970	16145562.863	27778.792
1971	16237703.473	92140.61
1972	16258520.332	20816.859
1973	16265914.379	7394.047
1974	16290871.879	24957.5
1975	16320068.593	29196.714
1976	16376626.265	56557.672
1977	16387959.029	11332.764
1978	16405524.374	17565.345
1979	16492914.785	87390.411
1980	16533497.404	40582.619
1981	16550234.667	16737.263
1982	16562786.916	12552.249
1983	16629760.329	66973.413
1984	16631422.191	1661.862
1985	16702978.231	71556.04000000001
1986	16705946.459	2968.228
1987	16751352.07	45405.611
1988	16758532.812	7180.742
1989	16778449.471	19916.659
1990	16820594.309	42144.838
1991	16832537.014	11942.705
1992	16858095.695	25558.681
1993	16877146.194	19050.499
1994	17015495.356	138349.162
1995	17025931.656	10436.3
1996	17025958.621	26.965
1997	17038982.103	13023.482
1998	17047221.656999998	8239.554
1999	17055429.65	8207.993
2000	17096926.934	41497.284
2001	17098243.188	1316.254
2002	17101727.018	3483.83
2003	17131030.105	29303.087
2004	17232122.78	101092.675
2005	17234056.47	1933.69
2006	17247803.882	13747.412
2007	17254889.112	7085.23
2008	17280542.199	25653.087
2009	17290435.666	9893.467
2010	17358817.941	68382.275
2011	17381770.963	22953.022
2012	17447430.024	65659.061
2013	17447607.862	177.838
2014	17531975.794	84367.932
2015	17549467.267	17491.473
2016	17562632.034	13164.767
2017	17633998.005000003	71365.971
2018	17656630.380000003	22632.375
2019	17693591.549	36961.169
2020	17709240.02	15648.471
2021	17711648.310000002	2408.29
2022	17758621.918	46973.608
2023	17767072.011	8450.093
2024	17787840.888	20768.877
2025	17839753.475	51912.587
2026	17853027.261	13273.786
2027	17853165.997	138.736
2028	17895644.492	42478.495
2029	17912921.188	17276.696
2030	17916653.768	3732.58
2031	17920447.810000002	3794.042
2032	18051127.130000003	130679.32
2033	18068344.056	17216.926
2034	18076305.563	7961.507
2035	18102146.814999998	25841.252
2036	18103520.726	1373.911
2037	18104864.708	1343.982
2038	18120716.101	15851.393
2039	18123837.801	3121.7
2040	18154744.286	30906.485
2041	18171901.443	17157.157
2042	18178722.171	6820.728
2043	18271330.733	92608.562
2044	18275286.132	3955.399
2045	18275459.527	173.395
2046	18275746.226	286.699
2047	18288990.53	13244.304
2048	18289052.369999997	61.84
2049	18310480.168	21427.798
2050	18312732.292	2252.124
2051	18334895.112	22162.82
2052	18380947.287	46052.175
2053	18387849.799	6902.512
2054	18394406.545	6556.746
2055	18415142.571	20736.026
2056	18430209.744	15067.173
2057	18490304.244999997	60094.501
2058	18534533.874	44229.629
2059	18578785.549	44251.675
2060	18595615.264	16829.715
2061	18603934.663	8319.399000000001
2062	18684225.022	80290.359
2063	18756055.649	71830.627
2064	18757655.483	1599.834
2065	18758574.703	919.22
2066	18791887.494999997	33312.792
2067	18807578.931	15691.436
2068	18821905.428	14326.497
2069	18843430.856	21525.428
2070	18845839.958	2409.102
2071	18893941.671	48101.713
2072	18894117.151	175.48
2073	18941374.813	47257.662
2074	18949004.891	7630.078
2075	18980752.076	31747.185
2076	19053700.406	72948.33
2077	19073873.058	20172.652
2078	19115225.211	41352.153
2079	19115718.628	493.417
2080	19123677.255000003	7958.627
2081	19131469.764	7792.509
2082	19133588.232	2118.468
2083	19141796.974	8208.742
2084	19155879.749	14082.775
2085	19171331.164	15451.415
2086	19171393.369	62.205
2087	19174367.128	2973.759
2088	19186704.709	12337.581
2089	19188115.678	1410.969
2090	19190562.845	2447.167
2091	19223254.832	32691.987
2092	19239735.85	16481.018
2093	19241052.883	1317.033
2094	19348303.136	107250.253
2095	19352584.451	4281.3150000000005
2096	19352995.022	410.571
2097	19353211.359	216.337
2098	19362975.683	9764.324
2099	19382748.812	19773.129
2100	19384050.037	1301.225
2101	19397851.462	13801.425
2102	19401372.774	3521.312
2103	19412468.775	11096.001
2104	19414272.583	1803.808
2105	19414426.148	153.565
2106	19420891.214	6465.066
2107	19432134.916	11243.702
2108	19441121.814999998	8986.899
2109	19442408.755000003	1286.94
2110	19449585.058	7176.303
2111	19453208.379	3623.321
2112	19453523.457	315.078
2113	19463552.608	10029.151
2114	19464337.312	784.704
2115	19466082.706	1745.394
2116	19467306.064999998	1223.359
2117	19474465.238	7159.173
2118	19481036.458	6571.22
2119	19490838.551	9802.093
2120	19492655.380000003	1816.829
2121	19494485.578	1830.198
2122	19495765.21	1279.632
2123	19497857.679	2092.469
2124	19500344.066	2486.387
2125	19500895.157	551.091
2126	19501278.161	383.004
2127	19501625.662	347.501
2128	19519561.556	17935.894
2129	19528639.555	9077.999
2130	19544635.272	15995.717
2131	19562548.311	17913.039
2132	19562825.546	277.235
2133	19574680.259999998	11854.714
2134	19581817.031	7136.771
2135	19599413.918	17596.887
2136	19621630.023	22216.105
2137	19629453.092	7823.069
2138	19629589.65	136.558
2139	19634410.672	4821.022
2140	19637132.393	2721.721
2141	19643946.541	6814.148
2142	19646264.232	2317.691
2143	19647775.547	1511.315
